Table 1
Id,name,ThumbnailImage,species_id,type,generation_id,type__001,type__002,description,generation
609,Chandelure,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/609.png,609,"ghost,fire",5,ghost,fire,"The spirits burned up in its ominous flame lose their
way and wander this world forever.",5
610,Axew,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/610.png,610,dragon,5,dragon,,"They mark their territory by leaving gashes in trees
with their tusks. If a tusk breaks, a new one grows
in quickly.",5
611,Fraxure,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/611.png,611,dragon,5,dragon,,"A broken tusk will not grow back, so it diligently
sharpens its tusks on river rocks after the end of
a battle.",5
612,Haxorus,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/612.png,612,dragon,5,dragon,,"Their sturdy tusks will stay sharp even if used to cut
steel beams. These Pokémon are covered in
hard armor.",5
613,Cubchoo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/613.png,613,ice,5,ice,,"Their snot is a barometer of health. When healthy,
their snot is sticky and the power of their ice
moves increases.",5
614,Beartic,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/614.png,614,ice,5,ice,,"It freezes its breath to create fangs and claws of ice
to fight with. Cold northern areas are its habitat.",5
615,Cryogonal,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/615.png,615,ice,5,ice,,"They are composed of ice crystals. They capture
prey with chains of ice, freezing the prey at
-148 degrees Fahrenheit.",5
616,Shelmet,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/616.png,616,bug,5,bug,,"It evolves when bathed in an electric-like energy
along with Karrablast. The reason is still unknown.",5
617,Accelgor,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/617.png,617,bug,5,bug,,"When its body dries out, it weakens. So, to prevent
dehydration, it wraps itself in many layers of
thin membrane.",5
618,Stunfisk,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/618.png,618,"ground,electric",5,ground,electric,"It conceals itself in the mud of the seashore.
Then it waits. When prey touch it, it delivers a jolt
of electricity.",5
619,Mienfoo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/619.png,619,fighting,5,fighting,,"In fights, they dominate with onslaughts of flowing,
continuous attacks. With their sharp claws, they
cut enemies.",5
620,Mienshao,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/620.png,620,fighting,5,fighting,,"Using the long fur on its arms like whips, it
launches into combo attacks that, once started,
no one can stop.",5
621,Druddigon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/621.png,621,dragon,5,dragon,,"It warms its body by absorbing sunlight with its
wings. When its body temperature falls, it can no
longer move.",5
622,Golett,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/622.png,622,"ground,ghost",5,ground,ghost,"Ancient science fashioned this Pokémon from clay.
It’s been active for thousands of years.",5
623,Golurk,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/623.png,623,"ground,ghost",5,ground,ghost,"It flies across the sky at Mach speeds. Removing
the seal on its chest makes its internal energy go
out of control.",5
624,Pawniard,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/624.png,624,"dark,steel",5,dark,steel,"Ignoring their injuries, groups attack by sinking
the blades that cover their bodies into their prey.",5
625,Bisharp,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/625.png,625,"dark,steel",5,dark,steel,"Bisharp pursues prey in the company of a large
group of Pawniard. Then Bisharp finishes off
the prey.",5
626,Bouffalant,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/626.png,626,normal,5,normal,,"Their fluffy fur absorbs damage, even if they strike
foes with a fierce headbutt.",5
627,Rufflet,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/627.png,627,"normal,flying",5,normal,flying,"They will challenge anything, even strong
opponents, without fear. Their frequent fights help
them become stronger.",5
628,Braviary,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/628.png,628,"normal,flying",5,normal,flying,"They fight for their friends without any thought
about danger to themselves. One can carry a car
while flying.",5
629,Vullaby,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/629.png,629,"dark,flying",5,dark,flying,"Their wings are too tiny to allow them to fly.
They guard their posteriors with bones that were
gathered by Mandibuzz.",5
630,Mandibuzz,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/630.png,630,"dark,flying",5,dark,flying,"Watching from the sky, they swoop to strike
weakened Pokémon on the ground. They decorate
themselves with bones.",5
631,Heatmor,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/631.png,631,fire,5,fire,,"It draws in air through its tail, transforms it into fire,
and uses it like a tongue. It melts Durant and
eats them.",5
632,Durant,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/632.png,632,"bug,steel",5,bug,steel,"They attack in groups, covering themselves in steel
armor to protect themselves from Heatmor.",5
633,Deino,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/633.png,633,"dark,dragon",5,dark,dragon,"Lacking sight, it’s unaware of its surroundings,
so it bumps into things and eats anything
that moves.",5
634,Zweilous,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/634.png,634,"dark,dragon",5,dark,dragon,"After it has eaten up all the food in its territory,
it moves to another area. Its two heads do not
get along.",5
635,Hydreigon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/635.png,635,"dark,dragon",5,dark,dragon,"It responds to movement by attacking. This scary,
three-headed Pokémon devours everything in
its path!",5
636,Larvesta,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/636.png,636,"bug,fire",5,bug,fire,"The base of volcanoes is where they make their
homes. They shoot fire from their five horns to repel
attacking enemies.",5
637,Volcarona,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/637.png,637,"bug,fire",5,bug,fire,"When volcanic ash darkened the atmosphere, it is
said that Volcarona’s fire provided a replacement
for the sun.",5
638,Cobalion,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/638.png,638,"steel,fighting",5,steel,fighting,"It has a body and heart of steel. It worked with its
allies to punish people when they hurt Pokémon.",5
639,Terrakion,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/639.png,639,"rock,fighting",5,rock,fighting,"Spoken of in legend, this Pokémon used its
phenomenal power to destroy a castle in its effort
to protect Pokémon.",5
640,Virizion,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/640.png,640,"grass,fighting",5,grass,fighting,"Legends say this Pokémon confounded opponents
with its swift movements.",5
641,Tornadus,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/641.png,641,flying,5,flying,,"Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away.",5
642,Thundurus,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/642.png,642,"electric,flying",5,electric,flying,"As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked.",5
643,Reshiram,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/643.png,643,"dragon,fire",5,dragon,fire,"When Reshiram’s tail flares, the heat energy moves
the atmosphere and changes the world’s weather.",5
644,Zekrom,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/644.png,644,"dragon,electric",5,dragon,electric,"Concealing itself in lightning clouds, it flies
throughout the Unova region. It creates electricity
in its tail.",5
645,Landorus,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/645.png,645,"ground,flying",5,ground,flying,"From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant.",5
646,Kyurem,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/646.png,646,"dragon,ice",5,dragon,ice,"It generates a powerful, freezing energy inside
itself, but its body became frozen when the energy
leaked out.",5
647,Keldeo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/647.png,647,"water,fighting",5,water,fighting,"When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow.",5
648,Meloetta,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/648.png,648,"normal,psychic",5,normal,fighting,"Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it.",5
649,Genesect,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/649.png,649,"bug,steel",5,bug,steel,"This Pokémon existed 300 million years ago. Team
Plasma altered it and attached a cannon to its back.",5
650,Chespin,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/650.png,650,grass,6,grass,,"Such a thick shell of wood covers its head and back
that even a direct hit from a truck wouldn’t faze it.",6
651,Quilladin,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/651.png,651,grass,6,grass,,"They strengthen their lower bodies by
running into one another. They are very
kind and won’t start fights.",6
652,Chesnaught,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/652.png,652,"grass,fighting",6,grass,fighting,"When it takes a defensive posture with its fists
guarding its face, it could withstand a bomb blast.",6
653,Fennekin,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/653.png,653,fire,6,fire,,"As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears.",6
654,Braixen,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/654.png,654,fire,6,fire,,"When the twig is plucked from its tail,
friction sets the twig alight. The flame
is used to send signals to its allies.",6
655,Delphox,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/655.png,655,"fire,psychic",6,fire,psychic,"Using psychic power, it generates a
fiery vortex of 5,400 degrees Fahrenheit,
incinerating foes swept into this whirl of flame.",6
656,Froakie,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/656.png,656,water,6,water,,"It protects its skin by covering its body in
delicate bubbles. Beneath its happy-go-lucky air,
it keeps a watchful eye on its surroundings.",6
657,Frogadier,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/657.png,657,water,6,water,,"Its swiftness is unparalleled.
It can scale a tower of more
than 2,000 feet in a minute’s time.",6
658,Greninja,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/658.png,658,"water,dark",6,water,dark,"It appears and vanishes with a ninja’s grace.
It toys with its enemies using swift movements, while
slicing them with throwing stars of sharpest water.",6
659,Bunnelby,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/659.png,659,normal,6,normal,,"It has ears like shovels. Digging holes
strengthens its ears so much that they
can sever thick roots effortlessly.",6
660,Diggersby,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/660.png,660,"normal,ground",6,normal,ground,"As powerful as an excavator, its ears
can reduce dense bedrock to rubble.
When it’s finished digging, it lounges lazily.",6
661,Fletchling,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/661.png,661,"normal,flying",6,normal,flying,"Despite the beauty of its lilting voice, it’s
merciless to intruders that enter its territory.",6
662,Fletchinder,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/662.png,662,"fire,flying",6,fire,flying,"The hotter the flame sac on its belly,
the faster it can fly, but it takes some
time to get the fire going.",6
663,Talonflame,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/663.png,663,"fire,flying",6,fire,flying,"When attacking prey, it can reach speeds
of up to 310 mph. It finishes its prey off
with a colossal kick.",6
664,Scatterbug,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/664.png,664,bug,6,bug,,"The powder that covers its body
regulates its temperature, so it
can live in any region or climate.",6
665,Spewpa,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/665.png,665,bug,6,bug,,"The beaks of bird Pokémon can’t begin
to scratch its stalwart body.
To defend itself, it spews powder.",6
666,Vivillon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/666.png,666,"bug,flying",6,bug,flying,"The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales.",6
667,Litleo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/667.png,667,"fire,normal",6,fire,normal,"They set off on their own from their pride
and live by themselves to become stronger.
These hot-blooded Pokémon are quick to fight.",6
668,Pyroar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/668.png,668,"fire,normal",6,fire,normal,"With fiery breath of more than 10,000 degrees
Fahrenheit, they viciously threaten any challenger.
The females protect the pride’s cubs.",6
669,Flabébé,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/669.png,669,fairy,6,fairy,,"When it finds a flower it likes, it dwells on
that flower its whole life long. It floats in the
wind’s embrace with an untroubled heart.",6
670,Floette,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/670.png,670,fairy,6,fairy,,"When the flowers of a well-tended flower bed bloom,
it appears and celebrates with an elegant dance.",6
671,Florges,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/671.png,671,fairy,6,fairy,,"In times long past, governors of castles
would invite Florges to create flower gardens
to embellish the castle domains.",6
672,Skiddo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/672.png,672,grass,6,grass,,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back.",6
673,Gogoat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/673.png,673,grass,6,grass,,"They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns.",6
674,Pancham,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/674.png,674,fighting,6,fighting,,"It does its level best to glare and pull a scary face,
but it can’t help grinning if anyone pats its head.",6
675,Pangoro,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/675.png,675,"fighting,dark",6,fighting,dark,"It charges ahead and bashes its opponents like
a berserker, uncaring about any hits it might take.
Its arms are mighty enough to snap a telephone pole.",6
676,Furfrou,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/676.png,676,normal,6,normal,,"Historically, in the Kalos region, these Pokémon
were the designated guardians of the king.",6
677,Espurr,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/677.png,677,psychic,6,psychic,,"It has enough psychic energy to blast
everything within 300 feet of itself,
but it has no control over its power.",6
678,Meowstic,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/678.png,678,psychic,6,psychic,,"The eyeball patterns on the interior of its ears
emit psychic energy. It keeps the patterns tightly
covered because that power is too immense.",6
679,Honedge,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/679.png,679,"steel,ghost",6,steel,ghost,"If anyone dares to grab its hilt, it wraps
a blue cloth around that person’s arm and
drains that person’s life energy completely.",6
680,Doublade,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/680.png,680,"steel,ghost",6,steel,ghost,"The complex attack patterns of its two swords
are unstoppable, even for an opponent
greatly accomplished at swordplay.",6
681,Aegislash,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/681.png,681,"steel,ghost",6,steel,ghost,"Apparently, it can detect the innate qualities
of leadership. According to legend, whoever it
recognizes is destined to become king.",6
682,Spritzee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/682.png,682,fairy,6,fairy,,"In the past, rather than using perfume,
royal ladies carried a Spritzee
that would waft a fragrance they liked.",6
683,Aromatisse,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/683.png,683,fairy,6,fairy,,"Its scent is so overpowering that, unless a Trainer
happens to really enjoy the smell, he or she will
have a hard time walking alongside it.",6
684,Swirlix,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/684.png,684,fairy,6,fairy,,"Because it eats nothing but sweets,
its fur is as sticky sweet as cotton candy.",6
685,Slurpuff,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/685.png,685,fairy,6,fairy,,"Its sense of smell is 100 million times better than
a human’s, so even the faintest scent tells it about
everything in the area. It’s like it can see with its nose!",6
686,Inkay,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/686.png,686,"dark,psychic",6,dark,psychic,"It flashes the light-emitting spots on its body,
which drains its opponent’s will to fight.
It takes the opportunity to scuttle away and hide.",6
687,Malamar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/687.png,687,"dark,psychic",6,dark,psychic,"It lures its prey close with hypnotic motions,
then wraps its tentacles around it before
finishing it off with digestive fluids.",6
688,Binacle,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/688.png,688,"rock,water",6,rock,water,"They stretch and then contract, yanking their
rocks along with them in bold hops. They eat
seaweed that washes up on the shoreline.",6
689,Barbaracle,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/689.png,689,"rock,water",6,rock,water,"Barbaracle’s legs and hands have minds
of their own, and they will move independently.
But they usually follow the head’s orders.",6
690,Skrelp,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/690.png,690,"poison,water",6,poison,water,"It looks just like rotten kelp. It hides from foes
while storing up power for its evolution.",6
691,Dragalge,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/691.png,691,"poison,dragon",6,poison,dragon,"Tales are told of ships that wander into
seas where Dragalge live, never to return.",6
692,Clauncher,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/692.png,692,water,6,water,,"Through controlled explosions of internal gas,
it can expel water like a pistol shot.
At close distances, it can shatter rock.",6
693,Clawitzer,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/693.png,693,water,6,water,,"By expelling water from the nozzle in the back
of its claw, it can move at a speed of 60 knots.",6
694,Helioptile,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/694.png,694,"electric,normal",6,electric,normal,"The frills on either side of its head have cells
that generate electricity when exposed to sunlight.",6
695,Heliolisk,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/695.png,695,"electric,normal",6,electric,normal,"It stimulates its muscles with electricity,
boosting the strength in its legs and enabling
it to run 100 yards in five seconds.",6
696,Tyrunt,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/696.png,696,"rock,dragon",6,rock,dragon,"Its immense jaws have enough destructive
force that it can chew up an automobile.
It lived 100 million years ago.",6
697,Tyrantrum,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/697.png,697,"rock,dragon",6,rock,dragon,"Nothing could stop this Pokémon
100 million years ago,
so it behaved like a king.",6
698,Amaura,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/698.png,698,"rock,ice",6,rock,ice,"This calm Pokémon lived in a cold land where
there were no violent predators like Tyrantrum.",6
699,Aurorus,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/699.png,699,"rock,ice",6,rock,ice,"Using its diamond-shaped crystals,
it can instantly create a wall of
ice to block an opponent’s attack.",6
700,Sylveon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/700.png,700,fairy,6,fairy,,"It wraps its ribbonlike feelers around
the arm of its beloved Trainer
and walks with him or her.",6
701,Hawlucha,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/701.png,701,"fighting,flying",6,fighting,flying,"With its wings, it controls its position in the air.
It likes to attack from above, a maneuver that
is difficult to defend against.",6
702,Dedenne,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/702.png,702,"electric,fairy",6,electric,fairy,"It uses its tail to absorb electricity from
power plants or from outlets in houses,
and then it fires the electricity from its whiskers.",6
703,Carbink,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/703.png,703,"rock,fairy",6,rock,fairy,"It has slept underground for hundreds of millions
of years since its birth. It’s occasionally found
during the excavation of caves.",6
704,Goomy,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/704.png,704,dragon,6,dragon,,"It’s covered in a slimy membrane that makes
any punches or kicks slide off it harmlessly.",6
705,Sliggoo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/705.png,705,dragon,6,dragon,,"Its four horns are a high-performance radar system.
It uses them to sense sounds and smells,
rather than using ears or a nose.",6
706,Goodra,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/706.png,706,dragon,6,dragon,,"It attacks with retractable horns.
It throws a punch that’s the equivalent
of the force of a hundred pro boxers.",6
707,Klefki,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/707.png,707,"steel,fairy",6,steel,fairy,"It never lets go of a key that it likes,
so people give it the keys to vaults and
safes as a way to prevent crime.",6
708,Phantump,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/708.png,708,"ghost,grass",6,ghost,grass,"According to old tales, these Pokémon are
stumps possessed by the spirits of
children who died while lost in the forest.",6
709,Trevenant,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/709.png,709,"ghost,grass",6,ghost,grass,"Using its roots as a nervous system,
it controls the trees in the forest.
It’s kind to the Pokémon that reside in its body.",6
710,Pumpkaboo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/710.png,710,"ghost,grass",6,ghost,grass,"It is said to carry wandering spirits
to the place where they belong
so they can move on.",6
711,Gourgeist,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/711.png,711,"ghost,grass",6,ghost,grass,"It enwraps its prey in its hairlike arms.
It sings joyfully as it observes the
suffering of its prey.",6
712,Bergmite,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/712.png,712,ice,6,ice,,"Using air of -150 degrees Fahrenheit, they
freeze opponents solid. They live in herds
above the snow line on mountains.",6
713,Avalugg,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/713.png,713,ice,6,ice,,"The way several Bergmite huddle
on its back makes it look like
an aircraft carrier made of ice.",6
714,Noibat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/714.png,714,"flying,dragon",6,flying,dragon,"Even a robust wrestler will become
dizzy and unable to stand when exposed
to its 200,000-hertz ultrasonic waves.",6
715,Noivern,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/715.png,715,"flying,dragon",6,flying,dragon,"The ultrasonic waves it emits from its ears
can reduce a large boulder to pebbles.
It swoops out of the dark to attack.",6
716,Xerneas,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/716.png,716,fairy,6,fairy,,"When the horns on its head shine
in seven colors, it is said to be
sharing everlasting life.",6
717,Yveltal,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/717.png,717,"dark,flying",6,dark,flying,"When its life comes to an end, it absorbs
the life energy of every living thing
and turns into a cocoon once more.",6
718,Zygarde,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/718.png,718,"dragon,ground",6,dragon,ground,"It’s hypothesized that it’s monitoring
those who destroy the ecosystem
from deep in the cave where it lives.",6
719,Diancie,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/719.png,719,"rock,fairy",6,rock,fairy,"It can instantly create many diamonds
by compressing the carbon in the air
between its hands.",6
720,Hoopa,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/720.png,720,"psychic,ghost",6,psychic,dark,"It is said to be able to seize anything it desires
with its six rings and six huge arms. With its power
sealed, it is transformed into a much smaller form.",6
721,Volcanion,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/721.png,721,"fire,water",6,fire,water,"It expels its internal steam from the
arms on its back. It has enough
power to blow away a mountain.",6
722,Rowlet,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/722.png,722,"grass,flying",7,grass,flying,"Silently it glides, drawing near its targets. Before
they even notice it, it begins to pelt them with
vicious kicks.",7
723,Dartrix,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/723.png,723,"grass,flying",7,grass,flying,"It throws sharp feathers called blade quills
at enemies or prey. It seldom misses.",7
724,Decidueye,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/724.png,724,"grass,ghost",7,grass,ghost,"Although basically cool and cautious, when it’s
caught by surprise, it’s seized by panic.",7
725,Litten,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/725.png,725,fire,7,fire,,"It doesn’t allow its emotions to be easily seen.
Earning its trust takes time. It prefers solitude.",7
726,Torracat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/726.png,726,fire,7,fire,,"It boasts powerful front legs. With a single
punch, it can bend an iron bar right over.",7
727,Incineroar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/727.png,727,"fire,dark",7,fire,dark,"After hurling ferocious punches and flinging
furious kicks, it finishes opponents off by
spewing fire from around its navel.",7
728,Popplio,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/728.png,728,water,7,water,,"This Pokémon can control water bubbles. It
practices diligently so it can learn to make
big bubbles.",7
729,Brionne,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/729.png,729,water,7,water,,"It cares deeply for its companions. When its
Trainer is feeling down, it performs a cheery
dance to try and help.",7
730,Primarina,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/730.png,730,"water,fairy",7,water,fairy,"Its singing voice is its chief weapon in battle.
This Pokémon’s Trainer must prioritize the daily
maintenance of its throat at all costs.",7
731,Pikipek,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/731.png,731,"normal,flying",7,normal,flying,"This Pokémon feeds on berries, whose leftover
seeds become the ammunition for the attacks it
fires off from its mouth.",7
732,Trumbeak,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/732.png,732,"normal,flying",7,normal,flying,"By bending its beak, it can produce a variety of
calls and brand itself a noisy nuisance for
its neighbors.",7
733,Toucannon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/733.png,733,"normal,flying",7,normal,flying,"Within its beak, its internal gas ignites,
explosively launching seeds with enough power
to pulverize boulders.",7
734,Yungoos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/734.png,734,normal,7,normal,,"It wanders around in a never-ending search for
food. At dusk, it collapses from exhaustion and
falls asleep on the spot.",7
735,Gumshoos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/735.png,735,normal,7,normal,,"It adores having Rattata and Raticate for dinner,
but as it’s diurnal, it never encounters them.
This Pokémon boasts incredible patience.",7
736,Grubbin,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/736.png,736,bug,7,bug,,"They often gather near places frequented by
electric Pokémon in order to avoid being
attacked by bird Pokémon.",7
737,Charjabug,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/737.png,737,"bug,electric",7,bug,electric,"From the food it digests, it generates electricity,
and it stores this energy in its electric sac.",7
738,Vikavolt,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/738.png,738,"bug,electric",7,bug,electric,"It produces electricity via an electrical organ in
its abdomen. It overwhelms bird Pokémon with
shocking beams of electrical energy.",7
739,Crabrawler,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/739.png,739,fighting,7,fighting,,"It punches so much, its pincers often come off
from overuse, but they grow back quickly. What
little meat they contain is rich and delicious.",7
740,Crabominable,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/740.png,740,"fighting,ice",7,fighting,ice,"It just throws punches indiscriminately. In times
of desperation, it can lop off its own pincers
and fire them like rockets.",7
741,Oricorio,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/741.png,741,"fire,flying",7,electric,flying,"This Oricorio has sipped red nectar. Its
passionate dance moves cause its enemies
to combust in both body and mind.",7
742,Cutiefly,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/742.png,742,"bug,fairy",7,bug,fairy,"Myriads of Cutiefly flutter above the heads of
people who have auras resembling those
of flowers.",7
743,Ribombee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/743.png,743,"bug,fairy",7,bug,fairy,"Some of Ribombee’s pollen puffs are highly
nutritious. They are sometimes sold
as supplements.",7
744,Rockruff,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/744.png,744,rock,7,rock,,"This Pokémon has lived with people since times
long ago. It can sense when its Trainer is in the
dumps and will stick close by its Trainer’s side.",7
745,Lycanroc,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/745.png,745,rock,7,rock,,"When properly raised from a young age, it will
become a trustworthy partner that will
absolutely never betray its Trainer.",7
746,Wishiwashi,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/746.png,746,water,7,water,,"It’s awfully weak and notably tasty, so everyone
is always out to get it. As it happens, anyone
trying to bully it receives a painful lesson.",7
747,Mareanie,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/747.png,747,"poison,water",7,poison,water,"It’s found crawling on beaches and seafloors.
The coral that grows on Corsola’s head is as
good as a five-star banquet to this Pokémon.",7
748,Toxapex,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/748.png,748,"poison,water",7,poison,water,"Those attacked by Toxapex’s poison will suffer
intense pain for three days and three nights.
Post-recovery, there will be some aftereffects.",7
